Petts Wood,51.38859899,0.07448003,Southeastern
Phipps Bridge,51.40337673,-0.182296789,Tramlink
Piccadilly Circus,51.50969675,-0.133711597,Bakerloo
Pimlico,51.48955286,-0.133108258,Victoria
Pinner,51.59236168,-0.38122379,Metropolitan
Plaistow,51.53128834,0.017780642,District
Plumstead,51.48979242,0.084299617,Southeastern
Ponders End,51.64273069,-0.034525105,Greater Anglia
Pontoon Dock,51.50221622,0.033325707,DLR
Poplar,51.50758807,-0.017275493,DLR
Preston Road,51.57210373,-0.294972013,Metropolitan
Prince Regent,51.50943455,0.033488574,DLR
Pudding Mill Lane,51.53432785,-0.012768512,DLR
Purfleet,51.48117301,0.236774836,C2C
Purley,51.33736355,-0.113613518,Southern
Purley Oaks,51.34698934,-0.098815333,Southern
Putney,51.46095253,-0.216603374,South Western
Putney Bridge,51.46786534,-0.209365417,District
Queens Park,51.53431265,-0.204798149,Bakerloo
Queens Road Peckham,51.47428471,-0.057354979,Overground
Queensbury,51.59388298,-0.286331597,Jubilee
Queenstown Road,51.47495913,-0.147355312,South Western
Queensway,51.51044923,-0.187419903,Central
Rainham,51.51734052,0.190691975,C2C
Ravensbourne,51.41387038,-0.006937816,Thameslink
Ravenscourt Park,51.49406798,-0.235969233,District
Rayners Lane,51.57539673,-0.371060814,Piccadilly
Raynes Park,51.40937535,-0.229912939,South Western
Reading,51.45878616,-0.971877676,Elizabeth
Rectory Road,51.55876348,-0.068385665,Overground
Redbridge,51.57636692,0.045394044,Central
Reedham,51.33144171,-0.123402624,Southern
Reeves Corner,51.3752772,-0.106379778,Tramlink
Regents Park,51.52381067,-0.145344411,Bakerloo
Richmond,51.46323289,-0.301739134,District
Rickmansworth,51.64032301,-0.473684584,Chiltern Railways
Riddlesdown,51.33267483,-0.099493667,Southern
Roding Valley,51.61695645,0.044026207,Central
Romford,51.57464159,0.183055272,Elizabeth
Rotherhithe,51.5015945,-0.052966296,Overground
Royal Albert,51.50849387,0.045177145,DLR
Royal Oak,51.51829435,-0.188823674,Circle
Royal Victoria,51.50905524,0.017965413,DLR
Ruislip,51.57216192,-0.421234926,Metropolitan
Ruislip Gardens,51.55996018,-0.409294111,Central
Ruislip Manor,51.57345157,-0.412849354,Metropolitan
Russell Square,51.52301304,-0.124590198,Piccadilly
Sanderstead,51.34824625,-0.0937085,Southern
Sandilands,51.37502227,-0.07802659,Tramlink
Selhurst,51.39218577,-0.089899037,Southern
Seven Kings,51.56399335,0.096319575,Elizabeth
Seven Sisters,51.58336216,-0.072466823,Greater Anglia
Shadwell,51.51130016,-0.056919207,DLR
Shenfield,51.6308731,0.329952264,Elizabeth
Shepherds Bush,51.50453215,-0.218519159,Central
Shepherds Bush Market,51.50588071,-0.227400493,Circle
Shoreditch High Street,51.52346682,-0.077087425,Overground
Shortlands,51.40560237,0.002767544,Southeastern
Sidcup,51.43439846,0.103315359,Southeastern
Silver Street,51.61524248,-0.072589742,Overground
Slade Green,51.46774766,0.190518388,Southeastern
Sloane Square,51.49235976,-0.156488857,Circle
Slough,51.51187985,-0.591524846,Elizabeth
Snaresbrook,51.58089127,0.021463928,Central
South Acton,51.49968583,-0.270215208,Overground
South Bermondsey,51.48767662,-0.054754821,Southern
South Croydon,51.3627502,-0.092517363,Southern
South Ealing,51.50164402,-0.307040245,Piccadilly
South Greenford,51.53402756,-0.336737482,Great Western
South Hampstead,51.54147685,-0.1783712,Overground
South Harrow,51.56468017,-0.351893971,Piccadilly
South Kensington,51.49407137,-0.173923023,Circle
South Kenton,51.57104445,-0.308142977,Bakerloo
South Merton,51.40324056,-0.205550301,Southern
South Quay,51.50086361,-0.018460693,DLR
South Ruislip,51.5568903,-0.39911591,Central
South Tottenham,51.58040259,-0.071855957,Overground
South Wimbledon,51.41536071,-0.191974546,Northern
South Woodford,51.59155262,0.027943078,Central
Southall,51.50595691,-0.37871119,Elizabeth
Southbury,51.64843373,-0.052983311,Overground
Southfields,51.44488331,-0.206609386,District
Southgate,51.63237585,-0.127770047,Piccadilly
Southwark,51.50385362,-0.10579494,Jubilee
St Helier,51.38991216,-0.199014592,Southern
St James Street,51.58060866,-0.032804562,Overground
St Johns,51.46897529,-0.023240662,Southeastern
St Margarets,51.45520599,-0.321324248,South Western
St Mary Cray,51.39475941,0.1072179,Southeastern
St Pancras,51.5305544,-0.125505782,Thameslink
St. James's Park,51.49960979,-0.133878755,Circle
St. Johns Wood,51.53485441,-0.17406484,Jubilee
St. Pauls,51.5148353,-0.097571001,Central
Stamford Brook,51.49444997,-0.24524631,District
Stamford Hill,51.5744476,-0.076668342,Overground
Stanmore,51.61967344,-0.303099293,Jubilee
Star Lane,51.52060425,0.004191003,DLR
Stepney Green,51.52199583,-0.047382523,District
Stockwell,51.47215926,-0.122846304,Northern
Stoke Newington,51.56463761,-0.072335395,Overground
Stonebridge Park,51.54398655,-0.275400442,Bakerloo
Stoneleigh,51.36336405,-0.248709657,South Western
Stratford,51.54169258,-0.003751641,C2C
Stratford High Street,51.53814895,-0.001080356,DLR
Stratford International,51.54480853,-0.008778434,DLR
Strawberry Hill,51.43974783,-0.339617731,South Western
Streatham,51.42584586,-0.132325497,Southern
Streatham Common,51.41898467,-0.135726165,Southern
Streatham Hill,51.43846037,-0.127681481,Southern
Sudbury and Harrow Road,51.55449378,-0.315926242,Chiltern Railways
Sudbury Hill,51.55733956,-0.336392115,Piccadilly
Sudbury Hill Harrow,51.55834227,-0.335446693,Chiltern Railways
Sudbury Town,51.55139744,-0.316343486,Piccadilly
Sundridge Park,51.4133938,0.020365109,Southeastern
Surbiton,51.39259953,-0.30438456,South Western
Surrey Quays,51.49326686,-0.047529988,Overground
Sutton,51.35950614,-0.191302011,Southern
Sutton Common,51.37555469,-0.196919912,Southern
Swiss Cottage,51.54303485,-0.175626604,Jubilee
Sydenham,51.42734125,-0.055088671,Overground
Sydenham Hill,51.43257589,-0.080230208,Southeastern
Syon Lane,51.48147469,-0.326495035,South Western
Tadworth,51.29162786,-0.236008016,Southern
Taplow,51.52356196,-0.681384879,Elizabeth
Tattenham Corner,51.30918131,-0.242566273,Southern
Teddington,51.4244975,-0.332705337,South Western
Temple,51.51104061,-0.11372575,Circle
Thames Ditton,51.38861607,-0.338292838,South Western
Theobalds Grove,51.69237259,-0.034748134,Overground
Therapia Lane,51.38568579,-0.129017107,Tramlink
Theydon Bois,51.67255208,0.102890736,Central
Thornton Heath,51.39848108,-0.100433165,Southern
Tolworth,51.37684332,-0.279620115,South Western
Tooting,51.41989663,-0.161002472,Southern
Tooting Bec,51.43583806,-0.159700492,Northern
Tooting Broadway,51.42704914,-0.168684527,Northern
Tottenham Court Road,51.51621087,-0.131110439,Central
Tottenham Hale,51.58799778,-0.060187823,Greater Anglia
Totteridge and Whetstone,51.63024672,-0.179354263,Northern
Tower Gateway,51.51039264,-0.074409877,DLR
Tower Hill,51.51039427,-0.076701198,Circle
